device_number,epoch_time_utc,active_seconds,device_coherence,significance
337,1775198759,3600,137.8963,Normal
337,1775198819,3600,148.5214,Normal
337,1775198879,3600,173.578,Normal
337,1775198939,3600,225.1698,Normal
337,1775198999,3600,219.9224,Normal
337,1775199059,3600,232.2399,Normal
337,1775199119,3600,226.8904,Normal
337,1775199179,3600,178.5234,Normal
337,1775199239,3600,160.2692,Normal
337,1775199299,3600,148.2662,Normal
337,1775199359,3600,125.636,Normal
337,1775199419,3600,119.6243,Normal
337,1775199479,3600,137.5939,Normal
337,1775199539,3600,106.8853,Normal
337,1775199599,3600,83.054,Normal
337,1775199659,3600,67.9285,Normal
337,1775199719,3600,84.6393,Normal
337,1775199779,3600,96.3378,Normal
337,1775199839,3600,106.0625,Normal
337,1775199899,3600,105.5436,Normal
337,1775199959,3600,104.0223,Normal
337,1775200019,3600,121.5955,Normal
337,1775200079,3600,132.3643,Normal
337,1775200139,3600,117.9038,Normal
337,1775200199,3600,51.2399,Normal
337,1775200259,3600,9.9467,Normal
337,1775200319,3600,23.9892,Normal
337,1775200379,3600,76.6956,Normal
337,1775200439,3600,90.9783,Normal
337,1775200499,3600,84.1577,Normal
337,1775200559,3600,80.4883,Normal
337,1775200619,3600,57.8388,Normal
337,1775200679,3600,88.1093,Normal
337,1775200739,3600,43.0064,Normal
337,1775200799,3600,53.1173,Normal
337,1775200859,3600,91.0674,Normal
337,1775200919,3600,126.1444,Normal
337,1775200979,3600,109.5201,Normal
337,1775201039,3600,125.7158,Normal
337,1775201099,3600,150.815,Normal
337,1775201159,3600,95.5744,Normal
337,1775201219,3600,105.357,Normal
337,1775201279,3600,114.0804,Normal
337,1775201339,3600,79.8179,Normal
337,1775201399,3600,95.1959,Normal
337,1775201459,3600,109.673,Normal
337,1775201519,3600,90.4455,Normal
337,1775201579,3600,93.2926,Normal
337,1775201639,3600,59.4085,Normal
337,1775201699,3600,28.5467,Normal
337,1775201759,3600,82.6201,Normal
337,1775201819,3600,59.5064,Normal
337,1775201879,3600,56.9112,Normal
337,1775201939,3600,43.2223,Normal
337,1775201999,3600,47.5137,Normal
337,1775202059,3600,26.096,Normal
337,1775202119,3600,21.5457,Normal
337,1775202179,3600,25.3083,Normal
337,1775202239,3600,0.5615,Normal
337,1775202299,3600,19.3799,Normal
337,1775202359,3600,35.9284,Normal
337,1775202419,3600,40.0954,Normal
337,1775202479,3600,12.438,Normal
337,1775202539,3600,59.059,Normal
337,1775202599,3600,37.3324,Normal
337,1775202659,3600,26.2732,Normal
337,1775202719,3600,43.7039,Normal
337,1775202779,3600,74.0056,Normal
337,1775202839,3600,79.3694,Normal
337,1775202899,3600,59.79,Normal
337,1775202959,3600,41.2827,Normal
337,1775203019,3600,40.7541,Normal
337,1775203079,3600,48.4117,Normal
337,1775203139,3600,28.4037,Normal
337,1775203199,3600,1.5255,Normal
337,1775203259,3600,4.9311,Normal
337,1775203319,3600,15.7375,Normal
337,1775203379,3600,45.7689,Normal
337,1775203439,3600,63.9779,Normal
337,1775203499,3600,64.7117,Normal
337,1775203559,3600,49.5019,Normal
337,1775203619,3600,110.7852,Normal
337,1775203679,3600,69.8779,Normal
337,1775203739,3600,55.4396,Normal
337,1775203799,3600,10.7488,Normal
337,1775203859,3600,9.0268,Normal
337,1775203919,3600,52.7335,Normal
337,1775203979,3600,15.3317,Normal
337,1775204039,3600,5.3467,Normal
337,1775204099,3600,31.4605,Normal
337,1775204159,3600,0.4753,Normal
337,1775204219,3600,25.8929,Normal
337,1775204279,3600,26.4451,Normal
337,1775204339,3600,56.8077,Normal
337,1775204399,3600,65.2278,Normal
337,1775204459,3600,92.2173,Normal
337,1775204519,3600,90.3862,Normal
337,1775204579,3600,104.507,Normal
337,1775204639,3600,141.3098,Normal
337,1775204699,3600,128.7559,Normal
337,1775204759,3600,168.2348,Normal
337,1775204819,3600,151.3544,Normal
337,1775204879,3600,123.2066,Normal
337,1775204939,3600,138.6999,Normal
337,1775204999,3600,132.2742,Normal
337,1775205059,3600,78.363,Normal
337,1775205119,3600,85.8182,Normal
337,1775205179,3600,126.3787,Normal
337,1775205239,3600,144.844,Normal
337,1775205299,3600,141.7434,Normal
337,1775205359,3600,127.603,Normal
337,1775205419,3600,132.2366,Normal
337,1775205479,3600,151.3235,Normal
337,1775205539,3600,155.794,Normal
337,1775205599,3600,141.1358,Normal
337,1775205659,3600,157.4961,Normal
337,1775205719,3600,143.7882,Normal
337,1775205779,3600,146.4478,Normal
337,1775205839,3600,154.7406,Normal
337,1775205899,3600,177.391,Normal
337,1775205959,3600,178.5576,Normal
337,1775206019,3600,164.0011,Normal
337,1775206079,3600,127.165,Normal
337,1775206139,3600,148.7868,Normal
337,1775206199,3600,162.6868,Normal
337,1775206259,3600,120.2825,Normal
337,1775206319,3600,170.4769,Normal
337,1775206379,3600,220.6372,Normal
337,1775206439,3600,219.5683,Normal
337,1775206499,3600,232.0333,Normal
337,1775206559,3600,202.7661,Normal
337,1775206619,3600,200.9105,Normal
337,1775206679,3600,236.4311,Normal
337,1775206739,3600,243.6969,Elevated
337,1775206799,3600,228.0689,Normal
337,1775206859,3600,247.712,Elevated
337,1775206919,3600,280.9568,Elevated
337,1775206979,3600,286.6862,Elevated
337,1775207039,3600,287.7115,Elevated
337,1775207099,3600,280.4512,Elevated
337,1775207159,3600,269.4824,Elevated
337,1775207219,3600,294.741,High
337,1775207279,3600,299.8324,High
337,1775207339,3600,260.3414,Elevated
337,1775207399,3600,274.9199,Elevated
337,1775207459,3600,253.964,Elevated
337,1775207519,3600,224.3124,Normal
337,1775207579,3600,218.018,Normal
337,1775207639,3600,227.2855,Normal
337,1775207699,3600,214.4135,Normal
337,1775207759,3600,217.0014,Normal
337,1775207819,3600,217.9369,Normal
337,1775207879,3600,214.5501,Normal
337,1775207939,3600,181.1302,Normal
337,1775207999,3600,190.9601,Normal
337,1775208059,3600,153.77,Normal
337,1775208119,3600,146.6876,Normal
337,1775208179,3600,178.1073,Normal
337,1775208239,3600,158.7729,Normal
337,1775208299,3600,172.435,Normal
337,1775208359,3600,198.4838,Normal
337,1775208419,3600,206.4215,Normal
337,1775208479,3600,242.6669,Normal
337,1775208539,3600,252.4984,Elevated
337,1775208599,3600,236.2999,Normal
337,1775208659,3600,265.3603,Elevated
337,1775208719,3600,274.1305,Elevated
337,1775208779,3600,245.9219,Elevated
337,1775208839,3600,226.2424,Normal
337,1775208899,3600,247.4548,Elevated
337,1775208959,3600,222.3096,Normal
337,1775209019,3600,261.6526,Elevated
337,1775209079,3600,244.8335,Elevated
337,1775209139,3600,272.326,Elevated
337,1775209199,3600,293.1242,High
337,1775209259,3600,273.5715,Elevated
337,1775209319,3600,300.0073,High
337,1775209379,3600,287.0926,Elevated
337,1775209439,3600,305.9841,High
337,1775209499,3600,264.8825,Elevated
337,1775209559,3600,254.5566,Elevated
337,1775209619,3600,282.5636,Elevated
337,1775209679,3600,249.8634,Elevated
337,1775209739,3600,204.9792,Normal
337,1775209799,3600,182.748,Normal
337,1775209859,3600,138.9212,Normal
337,1775209919,3600,134.0293,Normal
337,1775209979,3600,127.2178,Normal
337,1775210039,3600,127.5732,Normal
337,1775210099,3600,107.0089,Normal
337,1775210159,3600,129.999,Normal
337,1775210219,3600,121.9874,Normal
337,1775210279,3600,75.9872,Normal
337,1775210339,3600,39.1573,Normal
337,1775210399,3600,41.0058,Normal
337,1775210459,3600,3.3261,Normal
337,1775210519,3600,16.0512,Normal
337,1775210579,3600,60.6578,Normal
337,1775210639,3600,62.6226,Normal
337,1775210699,3600,41.57,Normal
337,1775210759,3600,37.7586,Normal
337,1775210819,3600,26.9427,Normal
337,1775210879,3600,53.0687,Normal
337,1775210939,3600,27.6235,Normal
337,1775210999,3600,46.0642,Normal
337,1775211059,3600,13.3565,Normal
337,1775211119,3600,15.4396,Normal
337,1775211179,3600,19.0704,Normal
337,1775211239,3600,32.1859,Normal
337,1775211299,3600,46.0985,Normal
337,1775211359,3600,62.5189,Normal
337,1775211419,3600,36.3825,Normal
337,1775211479,3600,19.9603,Normal
337,1775211539,3600,66.5547,Normal
337,1775211599,3600,68.9686,Normal
337,1775211659,3600,106.6639,Normal
337,1775211719,3600,113.0553,Normal
337,1775211779,3600,109.3964,Normal
337,1775211839,3600,120.6986,Normal
337,1775211899,3600,114.963,Normal
337,1775211959,3600,59.0335,Normal
337,1775212019,3600,43.5496,Normal
337,1775212079,3600,11.3706,Normal
337,1775212139,3600,16.5315,Normal
337,1775212199,3600,28.3573,Normal
337,1775212259,3600,17.5158,Normal
337,1775212319,3600,3.8471,Normal
337,1775212379,3600,9.6013,Normal
337,1775212439,3600,14.402,Normal
337,1775212499,3600,8.542,Normal
337,1775212559,3600,19.0507,Normal
337,1775212619,3600,17.4722,Normal
337,1775212679,3600,3.2362,Normal
337,1775212739,3600,27.1341,Normal
337,1775212799,3600,48.9038,Normal
337,1775212859,3600,2.1752,Normal
337,1775212919,3600,60.5127,Normal
337,1775212979,3600,38.0074,Normal
337,1775213039,3600,61.7418,Normal
337,1775213099,3600,56.6377,Normal
337,1775213159,3600,34.0604,Normal
337,1775213219,3600,31.1714,Normal
337,1775213279,3600,57.3352,Normal
337,1775213339,3600,99.779,Normal
337,1775213399,3600,106.8616,Normal
337,1775213459,3600,187.1265,Normal
337,1775213519,3600,172.499,Normal
337,1775213579,3600,174.4416,Normal
337,1775213639,3600,201.0776,Normal
337,1775213699,3600,183.2438,Normal
337,1775213759,3600,179.5352,Normal
337,1775213819,3600,178.2619,Normal
337,1775213879,3600,154.2824,Normal
337,1775213939,3600,178.5911,Normal
337,1775213999,3600,161.7402,Normal
337,1775214059,3600,144.4273,Normal
337,1775214119,3600,134.4716,Normal
337,1775214179,3600,187.4324,Normal
337,1775214239,3600,190.5038,Normal
337,1775214299,3600,183.3261,Normal
337,1775214359,3600,171.6737,Normal
337,1775214419,3600,202.1925,Normal
337,1775214479,3600,218.0591,Normal
337,1775214539,3600,221.1344,Normal
337,1775214599,3600,252.8502,Elevated
337,1775214659,3600,272.8785,Elevated
337,1775214719,3600,263.5277,Elevated
337,1775214779,3600,263.2468,Elevated
337,1775214839,3600,257.512,Elevated
337,1775214899,3600,241.2882,Normal
337,1775214959,3600,203.4207,Normal
337,1775215019,3600,206.0135,Normal
337,1775215079,3600,185.1848,Normal
337,1775215139,3600,173.6085,Normal
337,1775215199,3600,169.9171,Normal
337,1775215259,3600,125.7399,Normal
337,1775215319,3600,98.0467,Normal
337,1775215379,3600,82.7705,Normal
337,1775215439,3600,69.4762,Normal
337,1775215499,3600,77.4622,Normal
337,1775215559,3600,105.4978,Normal
337,1775215619,3600,132.9253,Normal
337,1775215679,3600,180.4174,Normal
337,1775215739,3600,127.4184,Normal
337,1775215799,3600,156.2439,Normal
337,1775215859,3600,144.2164,Normal
337,1775215919,3600,130.0229,Normal
337,1775215979,3600,117.1746,Normal
337,1775216039,3600,150.6786,Normal
337,1775216099,3600,134.9294,Normal
337,1775216159,3600,148.5333,Normal
337,1775216219,3600,126.8948,Normal
337,1775216279,3600,103.2091,Normal
337,1775216339,3600,119.8569,Normal
337,1775216399,3600,110.2731,Normal
337,1775216459,3600,77.3198,Normal
337,1775216519,3600,89.8314,Normal
337,1775216579,3600,78.0063,Normal
337,1775216639,3600,105.4315,Normal
337,1775216699,3600,98.9961,Normal
337,1775216759,3600,90.713,Normal
337,1775216819,3600,71.1378,Normal
337,1775216879,3600,30.0525,Normal
337,1775216939,3600,39.885,Normal
337,1775216999,3600,11.7763,Normal
337,1775217059,3600,12.5349,Normal
337,1775217119,3600,17.226,Normal
337,1775217179,3600,49.9562,Normal
337,1775217239,3600,64.2,Normal
337,1775217299,3600,44.8207,Normal
337,1775217359,3600,78.407,Normal
337,1775217419,3600,76.5946,Normal
337,1775217479,3600,45.4909,Normal
337,1775217539,3600,47.6315,Normal
337,1775217599,3600,40.1253,Normal
337,1775217659,3600,12.3413,Normal
337,1775217719,3600,6.402,Normal
337,1775217779,3600,40.472,Normal
337,1775217839,3600,54.3032,Normal
337,1775217899,3600,53.5635,Normal
337,1775217959,3600,35.9967,Normal
337,1775218019,3600,24.2811,Normal
337,1775218079,3600,30.67,Normal
337,1775218139,3600,43.8029,Normal
337,1775218199,3600,29.8162,Normal
337,1775218259,3600,27.0025,Normal
337,1775218319,3600,51.936,Normal
337,1775218379,3600,56.7815,Normal
337,1775218439,3600,66.828,Normal
337,1775218499,3600,63.7648,Normal
337,1775218559,3600,93.143,Normal
337,1775218619,3600,76.2553,Normal
337,1775218679,3600,77.4139,Normal
337,1775218739,3600,61.6268,Normal
337,1775218799,3600,34.9499,Normal
337,1775218859,3600,58.8625,Normal
337,1775218919,3600,79.4267,Normal
337,1775218979,3600,65.0759,Normal
337,1775219039,3600,65.8305,Normal
337,1775219099,3600,27.4271,Normal
337,1775219159,3600,38.4648,Normal
337,1775219219,3600,8.3435,Normal
337,1775219279,3600,13.9576,Normal
337,1775219339,3600,45.3546,Normal
337,1775219399,3600,34.8502,Normal
337,1775219459,3600,20.9117,Normal
337,1775219519,3600,35.2104,Normal
337,1775219579,3600,70.9501,Normal
337,1775219639,3600,43.8169,Normal
337,1775219699,3600,40.7225,Normal
337,1775219759,3600,30.9818,Normal
337,1775219819,3600,32.3991,Normal
337,1775219879,3600,44.9088,Normal
337,1775219939,3600,65.7811,Normal
337,1775219999,3600,93.0457,Normal
337,1775220059,3600,98.3688,Normal
337,1775220119,3600,146.5937,Normal
337,1775220179,3600,147.6703,Normal
337,1775220239,3600,114.84,Normal
337,1775220299,3600,139.4323,Normal
337,1775220359,3600,136.4645,Normal
337,1775220419,3600,112.9001,Normal
337,1775220479,3600,89.2383,Normal
337,1775220539,3600,79.2475,Normal
337,1775220599,3600,96.4938,Normal
337,1775220659,3600,88.0038,Normal
337,1775220719,3600,80.5994,Normal
337,1775220779,3600,108.3649,Normal
337,1775220839,3600,119.6459,Normal
337,1775220899,3600,79.4728,Normal
337,1775220959,3600,116.0642,Normal
337,1775221019,3600,165.6018,Normal
337,1775221079,3600,151.7212,Normal
337,1775221139,3600,175.8834,Normal
337,1775221199,3600,148.1598,Normal
337,1775221259,3600,150.2983,Normal
337,1775221319,3600,141.084,Normal
337,1775221379,3600,116.6234,Normal
337,1775221439,3600,113.936,Normal
337,1775221499,3600,95.6749,Normal
337,1775221559,3600,117.5932,Normal
337,1775221619,3600,81.5254,Normal
337,1775221679,3600,85.5941,Normal
337,1775221739,3600,81.2548,Normal
337,1775221799,3600,68.3221,Normal
337,1775221859,3600,93.7384,Normal
337,1775221919,3600,46.5996,Normal
337,1775221979,3600,5.8961,Normal
337,1775222039,3600,4.6692,Normal
337,1775222099,3600,20.3606,Normal
337,1775222159,3600,54.028,Normal
337,1775222219,3600,113.7208,Normal
337,1775222279,3600,164.6319,Normal
337,1775222339,3600,168.3277,Normal
337,1775222399,3600,146.0799,Normal
337,1775222459,3600,124.0234,Normal
337,1775222519,3600,132.4673,Normal
337,1775222579,3600,140.1969,Normal
337,1775222639,3600,139.4574,Normal
337,1775222699,3600,176.6859,Normal
337,1775222759,3600,143.4268,Normal
337,1775222819,3600,170.0844,Normal
337,1775222879,3600,144.3239,Normal
337,1775222939,3600,153.5334,Normal
337,1775222999,3600,148.6898,Normal
337,1775223059,3600,157.4192,Normal
337,1775223119,3600,172.4352,Normal
337,1775223179,3600,152.8112,Normal
337,1775223239,3600,162.7899,Normal
337,1775223299,3600,203.6628,Normal
337,1775223359,3600,210.0097,Normal
337,1775223419,3600,226.0451,Normal
337,1775223479,3600,210.5382,Normal
337,1775223539,3600,150.7375,Normal
337,1775223599,3600,139.1032,Normal
337,1775223659,3600,136.9753,Normal
337,1775223719,3600,96.3572,Normal
337,1775223779,3600,115.9001,Normal
337,1775223839,3600,133.303,Normal
337,1775223899,3600,150.8435,Normal
337,1775223959,3600,137.2752,Normal
337,1775224019,3600,176.0262,Normal
337,1775224079,3600,210.4691,Normal
337,1775224139,3600,202.2325,Normal
337,1775224199,3600,215.0451,Normal
337,1775224259,3600,213.9132,Normal
337,1775224319,3600,213.5218,Normal
337,1775224379,3600,165.1963,Normal
337,1775224439,3600,174.6735,Normal
337,1775224499,3600,206.3859,Normal
337,1775224559,3600,182.8537,Normal
337,1775224619,3600,141.0907,Normal
337,1775224679,3600,127.1109,Normal
337,1775224739,3600,135.4966,Normal
337,1775224799,3600,173.2934,Normal
337,1775224859,3600,183.6299,Normal
337,1775224919,3600,142.726,Normal
337,1775224979,3600,126.3923,Normal
337,1775225039,3600,126.0829,Normal
337,1775225099,3600,105.8792,Normal
337,1775225159,3600,64.5142,Normal
337,1775225219,3600,110.4753,Normal
337,1775225279,3600,101.4337,Normal
337,1775225339,3600,74.7713,Normal
337,1775225399,3600,105.8454,Normal
337,1775225459,3600,44.9724,Normal
337,1775225519,3600,67.3031,Normal
337,1775225579,3600,114.5816,Normal
337,1775225639,3600,106.2638,Normal
337,1775225699,3600,61.2981,Normal
337,1775225759,3600,29.9024,Normal
337,1775225819,3600,12.2381,Normal
337,1775225879,3600,38.5799,Normal
337,1775225939,3600,59.7996,Normal
337,1775225999,3600,37.1981,Normal
337,1775226059,3600,53.7534,Normal
337,1775226119,3600,70.7794,Normal
337,1775226179,3600,85.442,Normal
337,1775226239,3600,98.2367,Normal
337,1775226299,3600,129.6407,Normal
337,1775226359,3600,121.3534,Normal
337,1775226419,3600,90.7107,Normal
337,1775226479,3600,88.4331,Normal
337,1775226539,3600,90.9266,Normal
337,1775226599,3600,98.8453,Normal
337,1775226659,3600,90.5924,Normal
337,1775226719,3600,104.0856,Normal
337,1775226779,3600,72.8115,Normal
337,1775226839,3600,67.1456,Normal
337,1775226899,3600,125.4882,Normal
337,1775226959,3600,152.8484,Normal
337,1775227019,3600,153.561,Normal
337,1775227079,3600,136.023,Normal
337,1775227139,3600,141.5424,Normal
337,1775227199,3600,105.5767,Normal
337,1775227259,3600,111.3255,Normal
337,1775227319,3600,64.8426,Normal
337,1775227379,3600,109.3252,Normal
337,1775227439,3600,129.6965,Normal
337,1775227499,3600,150.7845,Normal
337,1775227559,3600,114.0207,Normal
337,1775227619,3600,111.6036,Normal
337,1775227679,3600,136.0934,Normal
337,1775227739,3600,113.6152,Normal
337,1775227799,3600,178.9349,Normal
337,1775227859,3600,152.2167,Normal
337,1775227919,3600,147.7362,Normal
337,1775227979,3600,100.1611,Normal
337,1775228039,3600,142.0784,Normal
337,1775228099,3600,147.7819,Normal
337,1775228159,3600,102.6337,Normal
337,1775228219,3600,116.2087,Normal
337,1775228279,3600,121.6304,Normal
337,1775228339,3600,141.1218,Normal
337,1775228399,3600,161.5046,Normal
337,1775228459,3600,161.7669,Normal
337,1775228519,3600,127.7455,Normal
337,1775228579,3600,118.759,Normal
337,1775228639,3600,145.6029,Normal
337,1775228699,3600,137.4305,Normal
337,1775228759,3600,123.8908,Normal
337,1775228819,3600,124.6147,Normal
337,1775228879,3600,89.9594,Normal
337,1775228939,3600,67.2318,Normal
337,1775228999,3600,112.6833,Normal
337,1775229059,3600,98.8707,Normal
337,1775229119,3600,82.5233,Normal
337,1775229179,3600,103.6627,Normal
337,1775229239,3600,114.4756,Normal
337,1775229299,3600,69.4894,Normal
337,1775229359,3600,47.2281,Normal
337,1775229419,3600,24.5997,Normal
337,1775229479,3600,6.797,Normal
337,1775229539,3600,24.3912,Normal
337,1775229599,3600,16.5271,Normal
337,1775229659,3600,23.6493,Normal
337,1775229719,3600,24.4493,Normal
337,1775229779,3600,3.854,Normal
337,1775229839,3600,30.4679,Normal
337,1775229899,3600,55.9745,Normal
337,1775229959,3600,34.395,Normal
337,1775230019,3600,15.0371,Normal
337,1775230079,3600,16.8629,Normal
337,1775230139,3600,28.1832,Normal
337,1775230199,3600,10.6806,Normal
337,1775230259,3600,36.7592,Normal
337,1775230319,3600,50.633,Normal
337,1775230379,3600,37.8917,Normal
337,1775230439,3600,16.8879,Normal
337,1775230499,3600,66.7559,Normal
337,1775230559,3600,66.1738,Normal
337,1775230619,3600,46.2159,Normal
337,1775230679,3600,36.3746,Normal
337,1775230739,3600,77.5998,Normal
337,1775230799,3600,6.6813,Normal
337,1775230859,3600,5.3382,Normal
337,1775230919,3600,40.2218,Normal
337,1775230979,3600,7.9634,Normal
337,1775231039,3600,44.0261,Normal
337,1775231099,3600,9.2427,Normal
337,1775231159,3600,12.0605,Normal
337,1775231219,3600,3.7781,Normal
337,1775231279,3600,22.587,Normal
337,1775231339,3600,27.1497,Normal
337,1775231399,3600,25.8334,Normal
337,1775231459,3600,19.9779,Normal
337,1775231519,3600,4.4801,Normal
337,1775231579,3600,5.1446,Normal
337,1775231639,3600,43.5397,Normal
337,1775231699,3600,55.3172,Normal
337,1775231759,3600,30.14,Normal
337,1775231819,3600,30.082,Normal
337,1775231879,3600,52.2897,Normal
337,1775231939,3600,67.6741,Normal
337,1775231999,3600,76.2675,Normal
337,1775232059,3600,31.5771,Normal
337,1775232119,3600,55.3086,Normal
337,1775232179,3600,30.7126,Normal
337,1775232239,3600,61.2614,Normal
337,1775232299,3600,59.9069,Normal
337,1775232359,3600,59.3574,Normal
337,1775232419,3600,44.8892,Normal
337,1775232479,3600,5.2669,Normal
337,1775232539,3600,11.1912,Normal
337,1775232599,3600,28.9617,Normal
337,1775232659,3600,4.6251,Normal
337,1775232719,3600,14.0042,Normal
337,1775232779,3600,18.7658,Normal
337,1775232839,3600,4.4984,Normal
337,1775232899,3600,23.6874,Normal
337,1775232959,3600,35.7257,Normal
337,1775233019,3600,82.1064,Normal
337,1775233079,3600,109.3036,Normal
337,1775233139,3600,57.9911,Normal
337,1775233199,3600,82.6007,Normal
337,1775233259,3600,70.9367,Normal
337,1775233319,3600,104.2038,Normal
337,1775233379,3600,90.6753,Normal
337,1775233439,3600,112.0161,Normal
337,1775233499,3600,95.3832,Normal
337,1775233559,3600,64.5044,Normal
337,1775233619,3600,73.2146,Normal
337,1775233679,3600,48.5573,Normal
337,1775233739,3600,42.8329,Normal
337,1775233799,3600,33.41,Normal
337,1775233859,3600,30.7066,Normal
337,1775233919,3600,49.0786,Normal
337,1775233979,3600,48.4123,Normal
337,1775234039,3600,13.0132,Normal
337,1775234099,3600,50.2097,Normal
337,1775234159,3600,4.5812,Normal
337,1775234219,3600,29.1286,Normal
337,1775234279,3600,30.6899,Normal
337,1775234339,3600,34.8544,Normal
337,1775234399,3600,85.5499,Normal
337,1775234459,3600,83.6926,Normal
337,1775234519,3600,74.259,Normal
337,1775234579,3600,37.0558,Normal
337,1775234639,3600,3.768,Normal
337,1775234699,3600,30.7877,Normal
337,1775234759,3600,13.2596,Normal
337,1775234819,3600,9.7163,Normal
337,1775234879,3600,18.5086,Normal
337,1775234939,3600,27.44,Normal
337,1775234999,3600,0.8019,Normal
337,1775235059,3600,5.0567,Normal
337,1775235119,3600,0.0135,Normal
337,1775235179,3600,10.0556,Normal
337,1775235239,3600,7.8376,Normal
337,1775235299,3600,38.0488,Normal
337,1775235359,3600,40.192,Normal
337,1775235419,3600,1.5386,Normal
337,1775235479,3600,26.1884,Normal
337,1775235539,3600,17.148,Normal
337,1775235599,3600,41.4418,Normal
337,1775235659,3600,104.927,Normal
337,1775235719,3600,70.3058,Normal
337,1775235779,3600,76.4025,Normal
337,1775235839,3600,52.9144,Normal
337,1775235899,3600,62.2566,Normal
337,1775235959,3600,79.4555,Normal
337,1775236019,3600,43.3292,Normal
337,1775236079,3600,57.5112,Normal
337,1775236139,3600,31.8225,Normal
337,1775236199,3600,30.6091,Normal
337,1775236259,3600,30.5351,Normal
337,1775236319,3600,22.1792,Normal
337,1775236379,3600,29.8813,Normal
337,1775236439,3600,46.2576,Normal
337,1775236499,3600,22.1887,Normal
337,1775236559,3600,34.6348,Normal
337,1775236619,3600,25.7019,Normal
337,1775236679,3600,43.5202,Normal
337,1775236739,3600,8.8596,Normal
337,1775236799,3600,16.4238,Normal
337,1775236859,3600,30.1017,Normal
337,1775236919,3600,7.8013,Normal
337,1775236979,3600,12.5449,Normal
337,1775237039,3600,16.735,Normal
337,1775237099,3600,4.6849,Normal
337,1775237159,3600,25.5601,Normal
337,1775237219,3600,31.9718,Normal
337,1775237279,3600,80.0703,Normal
337,1775237339,3600,137.6516,Normal
337,1775237399,3600,143.2205,Normal
337,1775237459,3600,152.3816,Normal
337,1775237519,3600,150.1505,Normal
337,1775237579,3600,195.5627,Normal
337,1775237639,3600,209.6335,Normal
337,1775237699,3600,224.459,Normal
337,1775237759,3600,279.5699,Elevated
337,1775237819,3600,291.356,High
337,1775237879,3600,314.2951,High
337,1775237939,3600,322.3516,High
337,1775237999,3600,331.7412,High
337,1775238059,3600,354.329,High
337,1775238119,3600,346.6704,High
337,1775238179,3600,279.3939,Elevated
337,1775238239,3600,274.0176,Elevated
337,1775238299,3600,273.2879,Elevated
337,1775238359,3600,263.302,Elevated
337,1775238419,3600,258.2841,Elevated
337,1775238479,3600,277.8956,Elevated
337,1775238539,3600,284.9796,Elevated
337,1775238599,3600,256.471,Elevated
337,1775238659,3600,270.2084,Elevated
337,1775238719,3600,220.7655,Normal
337,1775238779,3600,243.0984,Elevated
337,1775238839,3600,232.0694,Normal
337,1775238899,3600,201.5798,Normal
337,1775238959,3600,208.3668,Normal
337,1775239019,3600,225.0003,Normal
337,1775239079,3600,271.2762,Elevated
337,1775239139,3600,235.2097,Normal
337,1775239199,3600,289.4538,High
337,1775239259,3600,335.1093,High
337,1775239319,3600,325.3232,High
337,1775239379,3600,290.3888,High
337,1775239439,3600,269.9598,Elevated
337,1775239499,3600,270.0015,Elevated
337,1775239559,3600,245.9178,Elevated
337,1775239619,3600,213.8678,Normal
337,1775239679,3600,212.3979,Normal
337,1775239739,3600,185.6419,Normal
337,1775239799,3600,214.1229,Normal
337,1775239859,3600,186.7772,Normal
337,1775239919,3600,156.7012,Normal
337,1775239979,3600,127.8203,Normal
337,1775240039,3600,166.5568,Normal
337,1775240099,3600,185.3196,Normal
337,1775240159,3600,154.1653,Normal
337,1775240219,3600,168.7422,Normal
337,1775240279,3600,183.1069,Normal
337,1775240339,3600,169.505,Normal
337,1775240399,3600,154.9239,Normal
337,1775240459,3600,136.9038,Normal
337,1775240519,3600,151.1864,Normal
337,1775240579,3600,141.4629,Normal
337,1775240639,3600,130.3329,Normal
337,1775240699,3600,112.9815,Normal
337,1775240759,3600,101.692,Normal
337,1775240819,3600,109.6886,Normal
337,1775240879,3600,96.5072,Normal
337,1775240939,3600,75.377,Normal
337,1775240999,3600,72.6092,Normal
337,1775241059,3600,86.6712,Normal
337,1775241119,3600,63.0353,Normal
337,1775241179,3600,6.2927,Normal
337,1775241239,3600,10.0563,Normal
337,1775241299,3600,48.5476,Normal
337,1775241359,3600,51.9259,Normal
337,1775241419,3600,38.1219,Normal
337,1775241479,3600,61.4675,Normal
337,1775241539,3600,80.6257,Normal
337,1775241599,3600,68.1356,Normal
337,1775241659,3600,124.2448,Normal
337,1775241719,3600,133.9112,Normal
337,1775241779,3600,94.0161,Normal
337,1775241839,3600,107.8397,Normal
337,1775241899,3600,91.2356,Normal
337,1775241959,3600,110.2347,Normal
337,1775242019,3600,109.3817,Normal
337,1775242079,3600,140.576,Normal
337,1775242139,3600,136.3763,Normal
337,1775242199,3600,106.3524,Normal
337,1775242259,3600,137.3866,Normal
337,1775242319,3600,94.4875,Normal
337,1775242379,3600,112.0325,Normal
337,1775242439,3600,93.168,Normal
337,1775242499,3600,97.4455,Normal
337,1775242559,3600,118.1236,Normal
337,1775242619,3600,106.1007,Normal
337,1775242679,3600,137.118,Normal
337,1775242739,3600,127.6154,Normal
337,1775242799,3600,157.9943,Normal
337,1775242859,3600,142.5876,Normal
337,1775242919,3600,89.9355,Normal
337,1775242979,3600,82.6159,Normal
